bank_id,category_id,merchant_details,offer_details_1,offer_validity,discount,image_url,more_details_url
12,1,Waters Edge-Pranzo,"25% Off for Signature Cards.
20% Off for Gold and Platinum Cards.
Offer Valid until 31st March 2025.",Until 31st March,Up to 25% OFF,https://www.unionb.com/wp-content/uploads/2023/03/Pranzo-logo-1-e1693818925920.jpg,https://www.unionb.com/offer/waters-edge-pranzo/
12,1,Uber Eats,"35% off on first two orders.
Promo Code: ub1050
Eligibility: All Union Bank Credit Cards for existing users.
Offer valid Until 31st March 2025.",Until 31st March,35% OFF,https://www.unionb.com/wp-content/uploads/2025/02/UBER-Eats-Logo-e1740634830809.jpg,https://www.unionb.com/offer/uber-eats-2/
12,1,Uber Eats (New Users),"55% off on first two orders.
Promo Code: ub55
Eligibility: All Union Bank Credit Cards for new Uber Eats users.
Offer valid Until 31st March 2025.",Until 31st March,55% OFF,https://www.unionb.com/wp-content/uploads/2025/02/UBER-Eats-Logo-e1740634830809.jpg,https://www.unionb.com/offer/uber-eats/
12,1,Waters Edge – Thuna Paha,"25% Off for Signature Cards.
20% Off for Gold and Platinum Cards.
Valid on Food only, Excludes all baverages.
Offer valid until 30th April 2025.",Until 30th April,Up to 25% OFF,https://www.unionb.com/wp-content/uploads/2022/06/thuna_paha.jpg,https://www.unionb.com/offer/waters-edge-thuna-paha/
12,1,Cinnamon Grand Colombo – Plates,"30% off on Signature credit cards.
20% off on Gold and Platinum credit cards.
This offer is valid only for dinner.
Call 0112437437 for reservations.
Offer valid until 30th April 2025.",Until 30th April,Up to 30% OFF,https://www.unionb.com/wp-content/uploads/2022/10/Plates-1-2-e1693980463605.jpeg,https://www.unionb.com/offer/cinnamon-grand-plates/
12,1,Taj Samudra Colombo – Navratna,"50% for Signature Cards and 30% for Gold and Platinum cards.
Max. discount Rs. 15,000.
Offer valid until 30th April 2025.",Until 30th April,Up to 50% OFF,https://www.unionb.com/wp-content/uploads/2022/11/navaratna-e1667371963168.png,https://www.unionb.com/offer/taj-samudra-navaratna/
12,1,Taj Samudra Colombo – Golden Dragon,"50% for Signature Cards and 30% for Gold and Platinum cards.
Max. discount Rs. 15,000.
Offer valid until 30th April 2025.",Until 30th April,Up to 50% OFF,https://www.unionb.com/wp-content/uploads/2022/11/tajgoldendragon-1-e1667452582489.jpg,https://www.unionb.com/offer/taj-samudra-golden-dragon/
12,1,Taj Samudra Colombo – Ports of Call,"50% for Signature Cards and 30% for Gold and Platinum cards.
Max. discount Rs. 15,000.
Offer valid until 30th April 2025.",Until 30th April,Up to 50% OFF,https://www.unionb.com/wp-content/uploads/2022/11/tajportofcall-logo-4.jpg,https://www.unionb.com/offer/taj-samudra-ports-of-call/
12,1,Lagoon Cinnamon Grand,"30% off on Signature credit cards.
20% off on Gold and Platinum credit cards.
This offer is valid only for dinner.
Call 0112437437 for reservations.
Offer valid until 30th April 2025.",Until 30th April,Up to 30% OFF,https://www.unionb.com/wp-content/uploads/2023/10/Lagoon-Cinnamon-Grand.jpg,https://www.unionb.com/offer/villa-lagoonscape-negombo/
12,1,Waters Edge – Bakery at the Edge,"25% Off for Signature Cards.
20% Off for Gold and Platinum Cards.
Offer valid on Full Cakes.
Offer Valid until 30th April 2025.",Until 30th April,Up to 25% OFF,https://www.unionb.com/wp-content/uploads/2023/02/Bakery-Logo_-e1676012095654.jpg,https://www.unionb.com/offer/bakery-at-the-edge/
12,1,Waters Edge – Broadwalk & Bavarian Garden,"25% Off for Signature Cards.
20% Off for Gold and Platinum Cards.
Valid on Food only, Excludes all baverages.
Offer valid until 30th April 2025.",Until 30th April,Up to 25% OFF,https://www.unionb.com/wp-content/uploads/2023/02/BB-Logo-01-e1693808640148.jpg,https://www.unionb.com/offer/bavarian-garden/
12,1,Waters Edge – Bakery at the Lake,"25% Off for Signature Cards.
20% Off for Gold and Platinum Cards.
Offer valid on Full Cakes.
Offer Valid until 30th April 2025.",Until 30th April,Up to 25% OFF,https://www.unionb.com/wp-content/uploads/2023/02/Bakery-AT-The-Lake-e1676012173825.png,https://www.unionb.com/offer/bakery-at-the-lake/
12,1,Cinnamon Grand Colombo – Cheers Pub,"30% off on Signature credit cards.
20% off on Gold and Platinum credit cards.
This offer is valid only for dinner.
Call 0112437437 for reservations.
Offer valid until 30th April 2025.",Until 30th April,Up to 30% OFF,https://www.unionb.com/wp-content/uploads/2023/05/Cheers-Pub-01-1-e1683187499751.png,https://www.unionb.com/offer/cinnamon-grand-colombo-cheers-pub/
12,1,Waters Edge – Dine at Home,"25% Off for Signature Cards.
20% Off for Gold and Platinum Cards.
Valid on Food only, Excludes all baverages.
Offer valid until 30th April 2025.",Until 30th April,Up to 25% OFF,https://www.unionb.com/wp-content/uploads/2023/08/Dine-at-home-e1693479340421.png,https://www.unionb.com/offer/waters-edge-home-delivery/
12,1,Taj Samudra Colombo – YUMI,"50% for Signature Cards and 30% for Gold and Platinum cards.
Max. discount Rs. 15,000.
Offer valid until 30th April 2025.",Until 30th April,Up to 50% OFF,https://www.unionb.com/wp-content/uploads/2023/09/YUMI-Logo-e1695874030966.png,https://www.unionb.com/offer/taj-samudra-colombo-yumi/
12,1,UB Seasonal Offers,"අවුරදු කලින්ම Discounts උඩින්ම ! Enjoy up to 60% OFF and 0% instalment plans up to 24 months with your Union Bank credit card!
View Avurudu Leaflet 2025",Until 30 Apr,Up to 60% OFF,https://www.unionb.com/wp-content/uploads/2023/11/Login-Screen-Visual-1760-x-1120-px-1-e1741263168548.png,https://www.unionb.com/offer/ub-seasonal-offers/
12,1,Waters Edge – Diyantha Station,"25% Off for Signature Cards.
20% Off for Gold and Platinum Cards.
Valid on Food only, Excludes all beverages.
Offer valid until 30th April 2025.",Until 30th April,Up to 25% off,https://www.unionb.com/wp-content/uploads/2024/07/Diyatha-Station.webp,https://www.unionb.com/offer/diyantha-station/
12,1,Nugagama – Cinnamon Grand,"Up to 50% off.
This offer is valid only for dinner.
Call 0112437437 for reservations.
Offer valid until 30th April 2025.",Until 30th April,Up to 50% OFF,https://www.unionb.com/wp-content/uploads/2024/07/Nugagama-Cinnamon-Grand-1.jpg,https://www.unionb.com/offer/nugagama-cinnamon-grand/
12,2,"Tri, Koggala","30% off (from the rack rates) on Bed & Breakfast, Half Board and Full Board basis.
Website: https://www.boutiquecollectionbyamaya.com/  Promo Code: UB25
Call: 0772953527
Location: Koggala
Booking Period: 15th March to 30th April 2025
Stay Period: 15th March to 30th June 2025",15 Mar - 30 Apr,30% Off,https://www.unionb.com/wp-content/uploads/2025/03/Tri-Logo-1-e1741954856850.png,https://www.unionb.com/offer/tri-koggala/
12,2,Oliphant Boutique Villa,"30% off (from the rack rates) on Bed & Breakfast, Half Board and Full Board basis
Offer valid for all Union Bank Credit Cards
Call: 0772953527
Location: Nuwara Eliya
Booking Period: 15th March to 30th April 2025
Stay Period: 15th March to 30th June 2025",15 Mar - 30 Apr,30% Off,https://www.unionb.com/wp-content/uploads/2025/03/Oliphant-Boutique-Hotel-1-e1741955482959.png,https://www.unionb.com/offer/oliphant-boutique-villa/
12,2,"Villa 700, Bentota","30% off (from the rack rates) on Bed & Breakfast, Half Board and Full Board basis
Offer valid for all Union Bank Credit & Debit Cards
Call: 0772953527
Location: Bentota
Booking Period: 15th March to 30th April 2025
Stay Period: 15th March to 30th June 2025",15 Mar - 30 Apr,30% Off,https://www.unionb.com/wp-content/uploads/2025/03/Villa-700-e1741955732585.png,https://www.unionb.com/offer/oliphant-boutique-villa-2/
12,2,Hanthana Boutique Villa,"30% off (from the rack rates) on Bed & Breakfast, Half Board and Full Board basis
Offer valid for all Union Bank Credit & Debit Cards
Call: 0772953527
Location: Kandy
Booking Period: 15th March to 30th April 2025
Stay Period: 15th March to 30th June 2025
",15 Mar - 30 Apr,30% Off,https://www.unionb.com/wp-content/uploads/2025/03/Boutique-Collection-1-e1741955945623.png,https://www.unionb.com/offer/oliphant-boutique-villa-3/
12,2,Langdale Boutique Hotel,"30% off (from the rack rates) on Bed & Breakfast, Half Board and Full Board basis
Website: https://www.boutiquecollectionbyamaya.com/ Promo Code: UB25
Offer valid for all Union Bank Credit & Debit Cards
Call: 0772 953 527
Location: Nuwara Eliya
Booking Period: 15th March to 30th April 2025
Stay Period: 15th March to 30th June 2025",15 Mar - 30 Apr,30% Off,https://www.unionb.com/wp-content/uploads/2025/03/Langdale-Boutique-Hotel-1.png,https://www.unionb.com/offer/langdale-boutique-hotel/
12,2,The Villas,"30% off (from the rack rates) on Bed & Breakfast, Half Board and Full Board basis.
Website: https://www.boutiquecollectionbyamaya.com/ Promo Code: UB25
Offer valid for all Union Bank Credit & Debit Cards.
Call: 0772953527
Location: Wadduwa
Booking Period: 15th March to 30th April 2025
Stay Period: 15th March to 30th June 2025",15 Mar - 30 Apr,30% Off,https://www.unionb.com/wp-content/uploads/2025/03/The-Villas-Wadduwa2-e1741954382339.png,https://www.unionb.com/offer/the-villas/
12,2,UB Seasonal Offers,"අවුරදු කලින්ම Discounts උඩින්ම ! Enjoy up to 60% OFF and 0% instalment plans up to 24 months with your Union Bank credit card!
View Avurudu Leaflet 2025",Until 30 Apr,Up to 60% OFF,https://www.unionb.com/wp-content/uploads/2023/11/Login-Screen-Visual-1760-x-1120-px-1-e1741263168548.png,https://www.unionb.com/offer/ub-seasonal-offers/
12,2,0% – Travel & Leisure,"Up to 12 months 0% Installment plans on all cards for transactions above Rs. 50,000
Up to 24 months 0% Installment plans on Platinum and Signature cards for transactions above Rs. 100,000 on Credit Cards.
One time processing fee apply for 12 months Rs.990/- & 24 months Rs.2,400/- for EMI plans.
Offer valid until 30th April 2025.",Until 30 Apr,Up to 24 Months EMI Plans,https://www.unionb.com/wp-content/uploads/2024/01/0-Logo-e1725513388610.png,https://www.unionb.com/offer/0-travel-leisure/
12,2,Sigiriya Jungles,"35% on weekdays and 30% on weekends and holidays HB or FB basis.
Maximum 2 rooms per card.
One transaction per day/ Per card at each partnering merchant.
For Reservations 0114 508 508.
Offer valid until 30th April 2025.",Until 30th April,Up to 35% OFF,https://www.unionb.com/wp-content/uploads/2024/07/Sigiriya-Jungles-logo-1-e1721285287959.jpg,https://www.unionb.com/offer/sigiriya-jungles/
12,2,Wild Escape – Yala,"10% off on full villa bookings.
Maximum 2 rooms per card.
One transaction per day/ Per card at each partnering merchant.
For Reservations 0114 508 508.
Offer valid until 30th April 2025.",Until 30th April,10% OFF,https://www.unionb.com/wp-content/uploads/2024/07/WildEscape-Logo-e1721285880808.jpg,https://www.unionb.com/offer/wild-escape-yala/
12,2,Amaya Hills – Kandy,"Offer: 30% off (from the rack rates) on Bed & Breakfast, Half Board and Full Board basis.
Offer valid on all Credit & Debit Cards.
Visit Website https://www.amayaresorts.com/  Promo Code: UB25
For reservations Call 0114 767 888.
Location: Kandy
Booking Period: 15th March to 30th April 2025
Stay Period: 15th March to 30th June 2025",15 Mar - 30 Apr,30% Off,https://www.unionb.com/wp-content/uploads/2024/10/Amaya-Hills-e1728629571828.png,https://www.unionb.com/offer/amaya-hills/
12,2,Amaya Lake – Dambulla,"25% off (from the rack rates) on Bed & Breakfast, Half Board and Full Board basis
Booking Period: 15th March to 30th April 2025
Stay Period: 15th March to 30th June 2025
Website: https://www.amayaresorts.com/  Promo Code: UB25
Offer valid for all Union Bank Credit & Debit Cards
For reservations 0114 767 888
Location: Dambulla",15 Mar - 30 Apr,25% Off,https://www.unionb.com/wp-content/uploads/2024/10/Amaya-Lake-e1728629897556.png,https://www.unionb.com/offer/amaya-hills-2/
12,2,Amaya Beach – Pasikudah,"30% off (from the rack rates) on Bed & Breakfast, Half Board and Full Board basis.
Booking Period: 15th March to 30th April 2025
Stay Period: 15th March to 30th June 2025
Website: https://www.amayaresorts.com/  Promo Code: UB25
Offer valid for all Union Bank Credit Cards
For Reservations 0114 767 888
Location: Pasikudah",15 Mar - 30 Apr,30% Off,https://www.unionb.com/wp-content/uploads/2024/10/Amaya-Beach-e1728631408294.png,https://www.unionb.com/offer/amaya-hills-3/
12,3,Uber Eats (Supermarkets),"35% off on first two grocery orders
Promo Code: ub1750
Offer valid Until 31st March 2025.
Eligibility: All Union Bank Credit Cards for existing users.",Until 31st March,35% OFF,https://www.unionb.com/wp-content/uploads/2025/02/UBER-Eats-Logo-e1740634830809.jpg,https://www.unionb.com/offer/uber-eats-supermarkets/
12,3,SPAR,"25% off on bills above Rs. 10,000. Max. discount Rs. 5,000.
Offer valid for all Union Bank Credit Cards.
Offer valid on 08th, 23rd March & 06th, 17th April 2025.","08,23 Mar & 06,17 Apr",25% Off on the Total Bill,https://www.unionb.com/wp-content/uploads/2023/10/Spar-Supermarket-Logo-1-page-001-e1725252062545.jpg,https://www.unionb.com/offer/spar/
12,3,Keells,"25% off on Fresh Produce on Union Bank Credit Cards.
Max. discount Rs. 1,500 & Minimum bill of Rs. 4,000 to be eligible.
Every Friday until 25th April 2025.",Until 25th April (Every Friday),25% off on Fresh Produce,https://www.unionb.com/wp-content/uploads/2021/03/keells.jpg,https://www.unionb.com/offer/keells-fridays/
12,3,Laugfs Supermarkets,"10% off on bills above Rs. 5,000. Max. discount Rs. 1,500.
Offer valid on Every Saturday until 26th April 2025.",Until 22th Apr (Every Saturday),10% OFF,https://www.unionb.com/wp-content/uploads/2019/08/laugfs-Super.jpg,https://www.unionb.com/offer/laugfs/
12,3,Glomark,"25% off on total bill for Union Bank Credit Cards
Max discount Rs. 2,500 & Minimum bill of Rs. 5,000 to be eligible.
Visit online  www.glomark.lk
Offer valid on every Sunday until 27th April 2025.",Until 24th April (Every Sunday),25% Off,https://www.unionb.com/wp-content/uploads/2019/04/Glomark.jpg,https://www.unionb.com/offer/32176/
12,3,Cargills Foodcity,"10% off on bills above Rs. 8,000. Max. discount Rs. 1,000.
Offer valid on 11th, 18th & 25th March & 15th, 22nd & 29th April 2025.","11,18,25 Mar & 15,22,29 Apr",10% off on the total bill,https://www.unionb.com/wp-content/uploads/2021/04/1603180863682-1-e1693809462249.jpg,https://www.unionb.com/offer/cargills-mondays/
12,3,Arpico,"20% off on bills above Rs. 5,000. Max. discount Rs. 2,000.
Offer valid on the 15th & 29th March and 12th,26th 30th April 2025.","15,29 Mar & 12,26,30 Apr",20% off on total bill,https://www.unionb.com/wp-content/uploads/2021/03/Arpico-logo.png,https://www.unionb.com/offer/arpico-3/
12,3,UB Seasonal Offers,"අවුරදු කලින්ම Discounts උඩින්ම ! Enjoy up to 60% OFF and 0% instalment plans up to 24 months with your Union Bank credit card!
View Avurudu Leaflet 2025",Until 30 Apr,Up to 60% OFF,https://www.unionb.com/wp-content/uploads/2023/11/Login-Screen-Visual-1760-x-1120-px-1-e1741263168548.png,https://www.unionb.com/offer/ub-seasonal-offers/
12,4,Piyarathna Tex,"20% off on Credit Cards & 10% off on Debit Cards.
Maximum discount Rs. 10,000 per card unless specified.
One transaction per day/ Per card at each partnering merchant.
Offer valid on the 20th & 21st March 2025.",20 & 21 Mar,20% OFF,https://www.unionb.com/wp-content/uploads/2021/03/Piyaratne-tex.png,https://www.unionb.com/offer/priyantha-tex/
12,4,Dilly & Carlo,"30% off on Credit Cards & 10% off on Debit Cards.
Maximum discount Rs. 15,000 per card.
One transaction per day/ Per card at each partnering merchant.
Offer valid on 20th & 21st March 2025.",20 & 21 Mar,30% OFF,https://www.unionb.com/wp-content/uploads/2022/11/cq5dam.web_.880.1000.jpeg,https://www.unionb.com/offer/dilly-carlo/
12,4,Uptown Liberty Plaza,"20% Off on Union Bank Credit Cards.
Maximum discount Rs. 10,000 per card.
One transaction per day/ Per card at each partnering merchant.
Offer valid on 21st & 22nd March 2025.",21 & 22 Mar,20% OFF,https://www.unionb.com/wp-content/uploads/2022/03/logo200x84png.png,https://www.unionb.com/offer/up-town-kandy/
12,4,Stripes and Checks,"30% Off on Union Bank Credit Card.
One transaction per day/ Per card at each partnering merchant.
Offer valid Online  www.stripesandchecksinc.com
Offer valid on 21st & 22nd March 2025.",21 & 22 Mar,30% OFF,https://www.unionb.com/wp-content/uploads/2025/01/stripes-checks-logo.jpg,https://www.unionb.com/offer/stripes-and-checks/
12,4,Zigzag,"30% off on Credit Cards & 15% off on Debit Cards.
Maximum discount Rs. 10,000 per card.
One transaction per day/ Per card at each partnering merchant.
Offer valid Online www.zigzag.lk
Promo codes : Credit card – UBC30, Debit card – UB15.
Offer valid on 21st & 23rd March 2025.",21 & 23 Mar,30% OFF,https://www.unionb.com/wp-content/uploads/2021/03/zig-zag.jpg,https://www.unionb.com/offer/zigzag/
12,4,Molly,"20% Off on Credit Cards & 10% Off on Debit Cards.
Maximum discount available for bill value above Rs.10,000.
Offer valid for all Union Bank Credit Cards.
Offer valid on 21st & 25th March 2025.",21 & 25 Mar,20% OFF,https://www.unionb.com/wp-content/uploads/2023/11/Untitled-2-e1731256060693.png,https://www.unionb.com/offer/molly/
12,4,New Manel,"25% off on Credit Cards & 10% off on Debit Cards.
Maximum discount available for bill value above Rs.10,000.
One transaction per day/ Per card at each partnering merchant.
Offer valid on 26th & 27th March 2025.",26 & 27 Mar,25% Off,https://www.unionb.com/wp-content/uploads/2024/03/New-Manel-Logo-e1710913620975.png,https://www.unionb.com/offer/new-manel/
